,Wind Onshore,startTime,totalRenewable,total,percentRenewable
131,12.0,202001061100,12.0,647.0,2
132,12.0,202001061200,12.0,646.0,2
133,12.0,202001061300,12.0,707.0,2
134,12.0,202001061400,12.0,725.0,2
135,12.0,202001061500,12.0,726.0,2
136,12.0,202001061600,12.0,736.0,2
137,12.0,202001061700,12.0,718.0,2
138,12.0,202001061800,12.0,689.0,2
139,12.0,202001061900,12.0,657.0,2
140,11.0,202001062000,11.0,643.0,2
141,11.0,202001062100,11.0,718.0,2
142,11.0,202001062200,11.0,730.0,2
143,31.0,202001062300,31.0,654.0,5
144,31.0,202001070000,31.0,559.0,6
145,31.0,202001070100,31.0,507.0,6
146,31.0,202001070200,31.0,479.0,6
147,31.0,202001070300,31.0,467.0,7
148,31.0,202001070400,31.0,477.0,6
149,31.0,202001070500,31.0,502.0,6
150,30.0,202001070600,30.0,522.0,6
151,31.0,202001070700,31.0,583.0,5
152,31.0,202001070800,31.0,635.0,5
153,31.0,202001070900,31.0,657.0,5
154,31.0,202001071000,31.0,660.0,5
155,31.0,202001071100,31.0,656.0,5
156,31.0,202001071200,31.0,652.0,5
157,31.0,202001071300,31.0,731.0,4
158,31.0,202001071400,31.0,740.0,4
159,31.0,202001071500,31.0,727.0,4
160,31.0,202001071600,31.0,731.0,4
161,31.0,202001071700,31.0,696.0,4
162,31.0,202001071800,31.0,669.0,5
163,31.0,202001071900,31.0,656.0,5
164,31.0,202001072000,31.0,649.0,5
165,31.0,202001072100,31.0,733.0,4
166,31.0,202001072200,31.0,739.0,4
167,31.0,202001072300,31.0,640.0,5
168,31.0,202001080000,31.0,543.0,6
169,31.0,202001080100,31.0,498.0,6
170,34.0,202001080200,34.0,471.0,7
171,34.0,202001080300,34.0,458.0,7
172,34.0,202001080400,34.0,467.0,7
173,34.0,202001080500,34.0,492.0,7
174,34.0,202001080600,34.0,488.0,7
175,33.0,202001080700,33.0,510.0,6
176,33.0,202001080800,33.0,569.0,6
177,34.0,202001080900,34.0,587.0,6
178,34.0,202001081000,34.0,594.0,6
179,34.0,202001081100,34.0,593.0,6
180,34.0,202001081200,34.0,592.0,6
181,34.0,202001081300,34.0,667.0,5
182,34.0,202001081400,34.0,699.0,5
183,34.0,202001081500,34.0,685.0,5
184,34.0,202001081600,34.0,701.0,5
185,34.0,202001081700,34.0,665.0,5
186,32.0,202001081800,32.0,650.0,5
187,31.0,202001081900,31.0,636.0,5
188,31.0,202001082000,31.0,627.0,5
189,31.0,202001082100,31.0,725.0,4
190,31.0,202001082200,31.0,727.0,4
191,0.0,202001082300,0.0,583.0,0
192,0.0,202001090000,0.0,490.0,0
193,0.0,202001090100,0.0,444.0,0
194,0.0,202001090200,0.0,415.0,0
195,0.0,202001090300,0.0,404.0,0
196,0.0,202001090400,0.0,413.0,0
197,0.0,202001090500,0.0,438.0,0
198,0.0,202001090600,0.0,436.0,0
199,0.0,202001090700,0.0,459.0,0
200,0.0,202001090800,0.0,516.0,0
201,0.0,202001090900,0.0,531.0,0
202,0.0,202001091000,0.0,536.0,0
203,0.0,202001091100,0.0,535.0,0
204,0.0,202001091200,0.0,534.0,0
205,0.0,202001091300,0.0,584.0,0
206,0.0,202001091400,0.0,615.0,0
207,0.0,202001091500,0.0,604.0,0
208,0.0,202001091600,0.0,627.0,0
209,0.0,202001091700,0.0,621.0,0
210,0.0,202001091800,0.0,598.0,0
211,0.0,202001091900,0.0,578.0,0
212,0.0,202001092000,0.0,579.0,0
213,0.0,202001092100,0.0,670.0,0
214,0.0,202001092200,0.0,677.0,0
215,70.0,202001092300,70.0,910.0,8
216,74.0,202001100000,74.0,962.0,8
217,75.0,202001100100,75.0,975.0,8
218,60.0,202001100200,60.0,780.0,8
219,60.0,202001100300,60.0,780.0,8
220,60.0,202001100400,60.0,780.0,8
221,80.0,202001100500,80.0,1040.0,8
222,60.0,202001100600,60.0,780.0,8
223,70.0,202001100700,70.0,910.0,8
224,77.0,202001100800,77.0,1001.0,8
225,75.0,202001100900,75.0,975.0,8
226,70.0,202001101000,70.0,910.0,8
227,66.0,202001101100,66.0,858.0,8
228,66.0,202001101200,66.0,858.0,8
229,70.0,202001101300,70.0,910.0,8
230,80.0,202001101400,80.0,1040.0,8
231,70.0,202001101500,70.0,910.0,8
232,82.0,202001101600,82.0,1066.0,8
233,75.0,202001101700,75.0,975.0,8
234,70.0,202001101800,70.0,910.0,8
235,70.0,202001101900,70.0,910.0,8
236,70.0,202001102000,70.0,910.0,8
237,72.0,202001102100,72.0,936.0,8
238,78.0,202001102200,78.0,1014.0,8
239,36.0,202001102300,36.0,659.0,5
240,36.0,202001110000,36.0,568.0,6
241,36.0,202001110100,36.0,499.0,7
242,36.0,202001110200,36.0,453.0,8
243,36.0,202001110300,36.0,449.0,8
244,36.0,202001110400,36.0,449.0,8
245,36.0,202001110500,36.0,470.0,8
246,36.0,202001110600,36.0,478.0,8
247,36.0,202001110700,36.0,504.0,7
248,36.0,202001110800,36.0,555.0,6
249,36.0,202001110900,36.0,579.0,6
250,36.0,202001111000,36.0,585.0,6
251,36.0,202001111100,36.0,581.0,6
252,36.0,202001111200,36.0,584.0,6
253,36.0,202001111300,36.0,710.0,5
254,36.0,202001111400,36.0,724.0,5
255,36.0,202001111500,36.0,668.0,5
256,36.0,202001111600,36.0,676.0,5
257,36.0,202001111700,36.0,662.0,5
258,36.0,202001111800,36.0,641.0,6
259,36.0,202001111900,36.0,618.0,6
260,36.0,202001112000,36.0,608.0,6
261,34.0,202001112100,34.0,694.0,5
262,34.0,202001112200,34.0,700.0,5
263,69.0,202001112300,69.0,897.0,8
264,64.0,202001120000,64.0,832.0,8
265,68.0,202001120100,68.0,884.0,8
266,60.0,202001120200,60.0,780.0,8
267,60.0,202001120300,60.0,780.0,8
268,60.0,202001120400,60.0,780.0,8
269,60.0,202001120500,60.0,780.0,8
270,68.0,202001120600,68.0,884.0,8
271,71.0,202001120700,71.0,923.0,8
272,70.0,202001120800,70.0,910.0,8
273,63.0,202001120900,63.0,819.0,8
274,66.0,202001121000,66.0,858.0,8
275,66.0,202001121100,66.0,858.0,8
276,62.0,202001121200,62.0,806.0,8
277,70.0,202001121300,70.0,910.0,8
278,77.0,202001121400,77.0,1001.0,8
279,71.0,202001121500,71.0,923.0,8
280,74.0,202001121600,74.0,962.0,8
281,74.0,202001121700,74.0,962.0,8
282,70.0,202001121800,70.0,910.0,8
283,70.0,202001121900,70.0,910.0,8
284,61.0,202001122000,61.0,793.0,8
285,70.0,202001122100,70.0,910.0,8
286,74.0,202001122200,74.0,962.0,8
287,73.0,202001122300,73.0,949.0,8
288,72.0,202001130000,72.0,936.0,8
289,70.0,202001130100,70.0,910.0,8
290,60.0,202001130200,60.0,780.0,8
291,60.0,202001130300,60.0,780.0,8
292,60.0,202001130400,60.0,780.0,8
293,70.0,202001130500,70.0,910.0,8
294,70.0,202001130600,70.0,910.0,8
295,70.0,202001130700,70.0,910.0,8
296,72.0,202001130800,72.0,936.0,8
297,70.0,202001130900,70.0,910.0,8
298,75.0,202001131000,75.0,975.0,8
299,71.0,202001131100,71.0,923.0,8
300,70.0,202001131200,70.0,910.0,8
301,75.0,202001131300,75.0,975.0,8
302,83.0,202001131400,83.0,1079.0,8
303,68.0,202001131500,68.0,884.0,8
304,81.0,202001131600,81.0,1053.0,8
305,70.0,202001131700,70.0,910.0,8
306,76.0,202001131800,76.0,988.0,8
307,65.0,202001131900,65.0,845.0,8
308,61.0,202001132000,61.0,793.0,8
309,70.0,202001132100,70.0,910.0,8
310,70.0,202001132200,70.0,910.0,8
311,73.0,202001132300,73.0,949.0,8
312,75.0,202001140000,75.0,975.0,8
313,70.0,202001140100,70.0,910.0,8
314,60.0,202001140200,60.0,780.0,8
315,60.0,202001140300,60.0,780.0,8
316,60.0,202001140400,60.0,780.0,8
317,69.0,202001140500,69.0,897.0,8
318,60.0,202001140600,60.0,780.0,8
319,73.0,202001140700,73.0,949.0,8
320,69.0,202001140800,69.0,897.0,8
321,71.0,202001140900,71.0,923.0,8
322,71.0,202001141000,71.0,923.0,8
323,72.0,202001141100,72.0,936.0,8
324,68.0,202001141200,68.0,884.0,8
325,74.0,202001141300,74.0,962.0,8
326,67.0,202001141400,67.0,871.0,8
327,67.0,202001141500,67.0,871.0,8
328,79.0,202001141600,79.0,1027.0,8
329,80.0,202001141700,80.0,1040.0,8
330,82.0,202001141800,82.0,1066.0,8
331,66.0,202001141900,66.0,858.0,8
332,62.0,202001142000,62.0,806.0,8
333,70.0,202001142100,70.0,910.0,8
334,70.0,202001142200,70.0,910.0,8
335,73.0,202001142300,73.0,949.0,8
336,77.0,202001150000,77.0,1001.0,8
337,60.0,202001150100,60.0,780.0,8
338,60.0,202001150200,60.0,780.0,8
339,60.0,202001150300,60.0,780.0,8
340,60.0,202001150400,60.0,780.0,8
341,68.0,202001150500,68.0,884.0,8
342,60.0,202001150600,60.0,780.0,8
343,61.0,202001150700,61.0,793.0,8
344,68.0,202001150800,68.0,884.0,8
345,74.0,202001150900,74.0,962.0,8
346,70.0,202001151000,70.0,910.0,8
347,74.0,202001151100,74.0,962.0,8
348,67.0,202001151200,67.0,871.0,8
349,74.0,202001151300,74.0,962.0,8
350,72.0,202001151400,72.0,936.0,8
351,67.0,202001151500,67.0,871.0,8
352,70.0,202001151600,70.0,910.0,8
353,71.0,202001151700,71.0,923.0,8
354,72.0,202001151800,72.0,936.0,8
355,70.0,202001151900,70.0,910.0,8
356,70.0,202001152000,70.0,910.0,8
357,70.0,202001152100,70.0,910.0,8
358,70.0,202001152200,70.0,910.0,8
359,6.0,202001152300,6.0,629.0,1
360,7.0,202001160000,7.0,541.0,1
361,7.0,202001160100,7.0,470.0,1
362,7.0,202001160200,7.0,429.0,2
363,6.0,202001160300,6.0,412.0,1
364,6.0,202001160400,6.0,429.0,1
365,5.0,202001160500,5.0,473.0,1
366,8.0,202001160600,8.0,471.0,2
367,7.0,202001160700,7.0,511.0,1
368,6.0,202001160800,6.0,535.0,1
369,7.0,202001160900,7.0,545.0,1
370,9.0,202001161000,9.0,546.0,2
371,7.0,202001161100,7.0,547.0,1
372,7.0,202001161200,7.0,547.0,1
373,7.0,202001161300,7.0,656.0,1
374,7.0,202001161400,7.0,675.0,1
375,8.0,202001161500,8.0,633.0,1
376,7.0,202001161600,7.0,648.0,1
377,6.0,202001161700,6.0,641.0,1
378,3.0,202001161800,3.0,623.0,0
379,1.0,202001161900,1.0,609.0,0
380,0.0,202001162000,0.0,604.0,0
381,0.0,202001162100,0.0,723.0,0
382,0.0,202001162200,0.0,726.0,0
383,11.0,202001162300,11.0,617.0,2
384,10.0,202001170000,10.0,518.0,2
385,10.0,202001170100,10.0,446.0,2
386,10.0,202001170200,10.0,415.0,2
387,10.0,202001170300,10.0,408.0,2
388,10.0,202001170400,10.0,416.0,2
389,10.0,202001170500,10.0,463.0,2
390,10.0,202001170600,10.0,464.0,2
391,10.0,202001170700,10.0,504.0,2
392,10.0,202001170800,10.0,538.0,2
393,10.0,202001170900,10.0,547.0,2
394,7.0,202001171000,7.0,557.0,1
395,7.0,202001171100,7.0,559.0,1
396,7.0,202001171200,7.0,558.0,1
397,7.0,202001171300,7.0,665.0,1
398,7.0,202001171400,7.0,681.0,1
399,7.0,202001171500,7.0,641.0,1
400,7.0,202001171600,7.0,658.0,1
401,6.0,202001171700,6.0,651.0,1
402,7.0,202001171800,7.0,626.0,1
403,7.0,202001171900,7.0,613.0,1
404,7.0,202001172000,7.0,608.0,1
405,6.0,202001172100,6.0,697.0,1
406,6.0,202001172200,6.0,707.0,1
407,27.0,202001172300,27.0,617.0,4
408,27.0,202001180000,27.0,531.0,5
409,25.0,202001180100,25.0,462.0,5
410,25.0,202001180200,25.0,429.0,6
411,24.0,202001180300,24.0,415.0,6
412,19.0,202001180400,19.0,419.0,5
413,18.0,202001180500,18.0,439.0,4
414,15.0,202001180600,15.0,450.0,3
415,16.0,202001180700,16.0,460.0,3
416,14.0,202001180800,14.0,519.0,3
417,13.0,202001180900,13.0,538.0,2
418,9.0,202001181000,9.0,543.0,2
419,10.0,202001181100,10.0,538.0,2
420,6.0,202001181200,6.0,542.0,1
421,7.0,202001181300,7.0,654.0,1
422,8.0,202001181400,8.0,671.0,1
423,9.0,202001181500,9.0,636.0,1
424,12.0,202001181600,12.0,642.0,2
425,13.0,202001181700,13.0,629.0,2
426,14.0,202001181800,14.0,605.0,2
427,17.0,202001181900,17.0,580.0,3
428,15.0,202001182000,15.0,564.0,3
429,10.0,202001182100,10.0,648.0,2
430,10.0,202001182200,10.0,663.0,2
431,11.0,202001182300,11.0,597.0,2
432,10.0,202001190000,10.0,515.0,2
433,10.0,202001190100,10.0,449.0,2
434,10.0,202001190200,10.0,444.0,2
435,10.0,202001190300,10.0,444.0,2
436,10.0,202001190400,10.0,444.0,2
437,10.0,202001190500,10.0,444.0,2
438,10.0,202001190600,10.0,473.0,2
439,10.0,202001190700,10.0,535.0,2
440,10.0,202001190800,10.0,616.0,2
441,12.0,202001190900,12.0,669.0,2
442,12.0,202001191000,12.0,692.0,2
443,12.0,202001191100,12.0,693.0,2
444,17.0,202001191200,17.0,691.0,2
445,17.0,202001191300,17.0,695.0,2
446,17.0,202001191400,17.0,701.0,2
447,17.0,202001191500,17.0,728.0,2
448,17.0,202001191600,17.0,747.0,2
449,17.0,202001191700,17.0,731.0,2
450,17.0,202001191800,17.0,718.0,2
451,17.0,202001191900,17.0,706.0,2
452,17.0,202001192000,17.0,696.0,2
453,17.0,202001192100,17.0,693.0,2
454,17.0,202001192200,17.0,651.0,3
455,20.0,202001192300,20.0,576.0,3
456,28.0,202001200000,28.0,508.0,6
457,30.0,202001200100,30.0,468.0,6
458,23.0,202001200200,23.0,457.0,5
459,26.0,202001200300,26.0,460.0,6
460,30.0,202001200400,30.0,464.0,6
461,27.0,202001200500,27.0,471.0,6
462,20.0,202001200600,20.0,483.0,4
463,24.0,202001200700,24.0,493.0,5
464,25.0,202001200800,25.0,536.0,5
465,23.0,202001200900,23.0,547.0,4
466,17.0,202001201000,17.0,545.0,3
467,22.0,202001201100,22.0,551.0,4
468,29.0,202001201200,29.0,559.0,5
469,33.0,202001201300,33.0,668.0,5
470,33.0,202001201400,33.0,690.0,5
471,34.0,202001201500,34.0,651.0,5
472,34.0,202001201600,34.0,659.0,5
473,34.0,202001201700,34.0,643.0,5
474,34.0,202001201800,34.0,623.0,5
475,34.0,202001201900,34.0,596.0,6
476,34.0,202001202000,34.0,591.0,6
477,34.0,202001202100,34.0,661.0,5
478,34.0,202001202200,34.0,666.0,5
479,0.0,202001202300,0.0,0.0,0
480,0.0,202001210000,0.0,0.0,0
481,0.0,202001210100,0.0,0.0,0
482,0.0,202001210200,0.0,0.0,0
483,0.0,202001210300,0.0,0.0,0
484,0.0,202001210400,0.0,0.0,0
485,0.0,202001210500,0.0,0.0,0
486,0.0,202001210600,0.0,0.0,0
487,0.0,202001210700,0.0,0.0,0
488,0.0,202001210800,0.0,0.0,0
489,0.0,202001210900,0.0,0.0,0
490,0.0,202001211000,0.0,0.0,0
491,0.0,202001211100,0.0,0.0,0
492,0.0,202001211200,0.0,0.0,0
493,0.0,202001211300,0.0,0.0,0
494,0.0,202001211400,0.0,0.0,0
495,0.0,202001211500,0.0,0.0,0
496,0.0,202001211600,0.0,0.0,0
497,0.0,202001211700,0.0,0.0,0
498,0.0,202001211800,0.0,0.0,0
499,0.0,202001211900,0.0,0.0,0
500,0.0,202001212000,0.0,0.0,0
501,0.0,202001212100,0.0,0.0,0
502,0.0,202001212200,0.0,0.0,0
503,17.0,202001212300,17.0,637.0,3
504,17.0,202001220000,17.0,553.0,3
505,17.0,202001220100,17.0,482.0,4
506,17.0,202001220200,17.0,450.0,4
507,17.0,202001220300,17.0,450.0,4
508,17.0,202001220400,17.0,450.0,4
509,17.0,202001220500,17.0,491.0,3
510,17.0,202001220600,17.0,484.0,4
511,17.0,202001220700,17.0,505.0,3
512,26.0,202001220800,26.0,549.0,5
513,26.0,202001220900,26.0,569.0,5
514,23.0,202001221000,23.0,568.0,4
515,34.0,202001221100,34.0,570.0,6
516,34.0,202001221200,34.0,566.0,6
517,34.0,202001221300,34.0,676.0,5
518,34.0,202001221400,34.0,703.0,5
519,34.0,202001221500,34.0,660.0,5
520,34.0,202001221600,34.0,677.0,5
521,34.0,202001221700,34.0,671.0,5
522,34.0,202001221800,34.0,664.0,5
523,34.0,202001221900,34.0,640.0,5
524,34.0,202001222000,34.0,633.0,5
525,34.0,202001222100,34.0,740.0,5
526,34.0,202001222200,34.0,742.0,5
527,26.0,202001222300,26.0,677.0,4
528,26.0,202001230000,26.0,592.0,4
529,27.0,202001230100,27.0,522.0,5
530,25.0,202001230200,25.0,480.0,5
531,27.0,202001230300,27.0,469.0,6
532,27.0,202001230400,27.0,483.0,6
533,25.0,202001230500,25.0,525.0,5
534,25.0,202001230600,25.0,512.0,5
535,35.0,202001230700,35.0,541.0,6
536,35.0,202001230800,35.0,560.0,6
537,36.0,202001230900,36.0,567.0,6
538,35.0,202001231000,35.0,568.0,6
539,36.0,202001231100,36.0,563.0,6
540,36.0,202001231200,36.0,561.0,6
541,36.0,202001231300,36.0,657.0,5
542,36.0,202001231400,36.0,681.0,5
543,36.0,202001231500,36.0,652.0,6
544,32.0,202001231600,32.0,666.0,5
545,26.0,202001231700,26.0,661.0,4
546,26.0,202001231800,26.0,651.0,4
547,23.0,202001231900,23.0,626.0,4
548,32.0,202001232000,32.0,625.0,5
549,34.0,202001232100,34.0,733.0,5
550,34.0,202001232200,34.0,737.0,5
551,0.0,202001232300,0.0,605.0,0
552,0.0,202001240000,0.0,528.0,0
553,0.0,202001240100,0.0,462.0,0
554,0.0,202001240200,0.0,441.0,0
555,0.0,202001240300,0.0,441.0,0
556,0.0,202001240400,0.0,441.0,0
557,0.0,202001240500,0.0,465.0,0
558,0.0,202001240600,0.0,470.0,0
559,0.0,202001240700,0.0,470.0,0
560,0.0,202001240800,0.0,507.0,0
561,0.0,202001240900,0.0,519.0,0
562,0.0,202001241000,0.0,521.0,0
563,0.0,202001241100,0.0,515.0,0
564,0.0,202001241200,0.0,508.0,0
565,0.0,202001241300,0.0,563.0,0
566,0.0,202001241400,0.0,592.0,0
567,0.0,202001241500,0.0,561.0,0
568,0.0,202001241600,0.0,592.0,0
569,0.0,202001241700,0.0,590.0,0
570,0.0,202001241800,0.0,583.0,0
571,0.0,202001241900,0.0,573.0,0
572,0.0,202001242000,0.0,571.0,0
573,0.0,202001242100,0.0,677.0,0
574,0.0,202001242200,0.0,680.0,0
575,36.0,202001242300,36.0,645.0,6
576,36.0,202001250000,36.0,577.0,6
577,36.0,202001250100,36.0,513.0,7
578,35.0,202001250200,35.0,476.0,7
579,36.0,202001250300,36.0,477.0,8
580,36.0,202001250400,36.0,477.0,8
581,36.0,202001250500,36.0,484.0,7
582,34.0,202001250600,34.0,504.0,7
583,32.0,202001250700,32.0,518.0,6
584,32.0,202001250800,32.0,549.0,6
585,35.0,202001250900,35.0,574.0,6
586,36.0,202001251000,36.0,582.0,6
587,36.0,202001251100,36.0,583.0,6
588,36.0,202001251200,36.0,592.0,6
589,36.0,202001251300,36.0,710.0,5
590,36.0,202001251400,36.0,726.0,5
591,36.0,202001251500,36.0,677.0,5
592,36.0,202001251600,36.0,686.0,5
593,35.0,202001251700,35.0,684.0,5
594,30.0,202001251800,30.0,659.0,5
595,28.0,202001251900,28.0,632.0,4
596,28.0,202001252000,28.0,620.0,5
597,27.0,202001252100,27.0,708.0,4
598,33.0,202001252200,33.0,720.0,5
599,0.0,202001252300,0.0,0.0,0
600,0.0,202001260000,0.0,0.0,0
601,0.0,202001260100,0.0,0.0,0
602,0.0,202001260200,0.0,0.0,0
603,0.0,202001260300,0.0,0.0,0
604,0.0,202001260400,0.0,0.0,0
605,0.0,202001260500,0.0,0.0,0
606,0.0,202001260600,0.0,0.0,0
607,0.0,202001260700,0.0,0.0,0
608,0.0,202001260800,0.0,0.0,0
609,0.0,202001260900,0.0,0.0,0
610,0.0,202001261000,0.0,0.0,0
611,0.0,202001261100,0.0,0.0,0
612,0.0,202001261200,0.0,0.0,0
613,0.0,202001261300,0.0,0.0,0
614,0.0,202001261400,0.0,0.0,0
615,0.0,202001261500,0.0,0.0,0
616,0.0,202001261600,0.0,0.0,0
617,0.0,202001261700,0.0,0.0,0
618,0.0,202001261800,0.0,0.0,0
619,0.0,202001261900,0.0,0.0,0
620,0.0,202001262000,0.0,0.0,0
621,0.0,202001262100,0.0,0.0,0
622,0.0,202001262200,0.0,0.0,0
623,7.0,202001262300,7.0,573.0,1
624,6.0,202001270000,6.0,497.0,1
625,6.0,202001270100,6.0,448.0,1
626,6.0,202001270200,6.0,442.0,1
627,6.0,202001270300,6.0,442.0,1
628,6.0,202001270400,6.0,442.0,1
629,7.0,202001270500,7.0,462.0,2
630,7.0,202001270600,7.0,472.0,1
631,7.0,202001270700,7.0,506.0,1
632,7.0,202001270800,7.0,535.0,1
633,7.0,202001270900,7.0,558.0,1
634,10.0,202001271000,10.0,568.0,2
635,10.0,202001271100,10.0,570.0,2
636,10.0,202001271200,10.0,576.0,2
637,10.0,202001271300,10.0,668.0,1
638,10.0,202001271400,10.0,681.0,1
639,10.0,202001271500,10.0,658.0,2
640,10.0,202001271600,10.0,668.0,1
641,10.0,202001271700,10.0,652.0,2
642,10.0,202001271800,10.0,638.0,2
643,10.0,202001271900,10.0,615.0,2
644,11.0,202001272000,11.0,613.0,2
645,10.0,202001272100,10.0,718.0,1
646,11.0,202001272200,11.0,725.0,2
647,6.0,202001272300,6.0,590.0,1
648,7.0,202001280000,7.0,509.0,1
649,7.0,202001280100,7.0,463.0,2
650,7.0,202001280200,7.0,448.0,2
651,7.0,202001280300,7.0,448.0,2
652,7.0,202001280400,7.0,448.0,2
653,7.0,202001280500,7.0,467.0,1
654,7.0,202001280600,7.0,476.0,1
655,7.0,202001280700,7.0,490.0,1
656,7.0,202001280800,7.0,532.0,1
657,7.0,202001280900,7.0,543.0,1
658,10.0,202001281000,10.0,547.0,2
659,10.0,202001281100,10.0,540.0,2
660,10.0,202001281200,10.0,536.0,2
